id;visible;order;date;title_it;title_en;title_fr;section;categories;subcategory;mainpage;articleUrl;thumbnail_url;thumbnail_fallbackGradient;video_type;video_id;video_src;allegati;testo_it;testo_en;testo_fr;description_it;description_en;description_fr;tags_client;tags_collective;tags_director;tags_duration;tags_featuring;tags_format;tags_language;tags_photography;tags_production;tags_recognition;tags_role
sinai-terra-di-nessuno-vita-trentina;false;33;2015-03-01;Sinai, terra di nessuno - Vita Trentina;Sinai, terra di nessuno - Vita Trentina;Sinai, terra di nessuno - Vita Trentina;journalism;longform-reportage;;false;http://www.nawartpress.com/?p=513;http://www.vitatrentina.it/var/vitatrentina/storage/images/rivista/2014/anno_89_-_n_10/pag_18_meridiani/sinai_terra_di_nessuno/egitto_-_il_confine_egitto-israele_nei_pressi_di_eilat._-_2008_-_wikipedia/2439447-1-ita-IT/egitto_-_il_confine_egitto-israele_nei_pressi_di_eilat._-_2008_-_wikipedia_large.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
english-the-priest-the-bedouins-and-the-kidnapped-africans-esquire;false;34;2015-03-01;The Priest, The Bedouins and the Kidnapped Africans - Esquire;The Priest, The Bedouins and the Kidnapped Africans - Esquire;The Priest, The Bedouins and the Kidnapped Africans - Esquire;journalism;longform-reportage;;false;http://www.nawartpress.com/?p=518;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
curious;false;35;2015-03-05;MACLA artisti in collettivo;MACLA artisti in collettivo;MACLA collectif d'artistes;journalism;multimedia-projects;;false;;http://www.nawartpress.com/wp-content/uploads/2015/03/1-1.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
il-faraone-contro-il-califfo-nel-sinai-east;false;36;2015-03-13;Il Faraone contro il Califfo nel Sinai - East;Il Faraone contro il Califfo nel Sinai - East;Il Faraone contro il Califfo nel Sinai - East;journalism;longform-reportage;;false;http://www.nawartpress.com/?p=1041;http://www.eastonline.eu/images/copertine/xeast58it.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
donne-e-confini-nel-dibattito-allanpi-di-parma;false;37;2015-03-19;Donne e confini nel dibattito all'ANPI di Parma;Donne e confini nel dibattito all'ANPI di Parma;Donne e confini nel dibattito all'ANPI di Parma;journalism;longform-reportage;;false;http://www.nawartpress.com/?p=1069;http://www.nawartpress.com/wp-content/uploads/2015/03/IMG_5555-2.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
buon-newroz-il-capodanno-raccontato-da-aicha-attivista-curda;false;38;2015-03-22;Buon Newroz! il capodanno raccontato da Aicha, attivista curda;Buon Newroz! il capodanno raccontato da Aicha, attivista curda;Buon Newroz! il capodanno raccontato da Aicha, attivista curda;;conflict-zones;;false;http://www.nawartpress.com/?p=1094;http://www.nawartpress.com/wp-content/uploads/2015/03/IMG_2389.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
non-un-numero-non-un-ombra-i-migranti-nei-dormitori-di-caritas;false;39;2015-03-23;Non un numero, non un ombra: i migranti nei dormitori di Caritas;Non un numero, non un ombra: i migranti nei dormitori di Caritas;Non un numero, non un ombra: i migranti nei dormitori di Caritas;;migration-displacement;;false;http://www.nawartpress.com/?p=1075;http://www.nawartpress.com/wp-content/uploads/2015/03/migranti.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
grazie-a-chi-sta-contribuendo-a-rendere-questo-progetto-realta;false;40;2015-04-01;Manca sempre meno alla partenza!;Manca sempre meno alla partenza!;Manca sempre meno alla partenza!;;TODO;;false;http://www.nawartpress.com/nawart-press-su-limpresa-eccezionale-a-radio-popolare-podcast/;http://www.nawartpress.com/wp-content/uploads/2015/03/team-work.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
un-artista-in-cammino-francis-alys-macla-lab;false;41;2015-04-05;Un artista in cammino: Francis Alys - MACLA LAB;Un artista in cammino: Francis Alys - MACLA LAB;Un artiste sur le chemin: Francis Alys - MACLA LAB;journalism;longform-reportage;;false;http://www.nawartpress.com/?p=1167;http://www.nawartpress.com/wp-content/uploads/2015/04/francis-alys.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
campagna-riuscita;false;42;2015-04-16;Campagna riuscita!!!;Campagna riuscita!!!;Campagna riuscita!!!;;TODO;;false;http://www.nawartpress.com/nawart-press-su-limpresa-eccezionale-a-radio-popolare-podcast/;http://www.nawartpress.com/wp-content/uploads/2015/04/2015-04-15-14.18.02-e1429100910471.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
la-casa-prigione-di-gjurakoc;false;43;2015-05-07;La casa prigione di Gjurakoc;La casa prigione di Gjurakoc;La casa prigione di Gjurakoc;journalism;longform-reportage;;false;http://www.nawartpress.com/?p=1263;http://www.nawartpress.com/wp-content/uploads/2015/05/IMG_5555-2.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
gipsy-groove-al-peralla-festival-di-gjakova;false;44;2015-05-11;Gipsy Groove al Përalla Festival di Gjakova;Gipsy Groove al Përalla Festival di Gjakova;Gipsy Groove al Përalla Festival di Gjakova;journalism;longform-reportage;;false;http://www.nawartpress.com/?p=1316;http://www.nawartpress.com/wp-content/uploads/2015/05/IMG_3459.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
essere-un-travestito-a-tirana-2;false;45;2015-05-21;Essere un travestito a Tirana;Essere un travestito a Tirana;Essere un travestito a Tirana;journalism;longform-reportage;;false;http://www.nawartpress.com/essere-un-travestito-a-tirana/;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
francais-les-mines-de-trepca;false;46;2015-06-02;Les mines de Trepca;Les mines de Trepca;Les mines de Trepca;journalism;longform-reportage;;false;http://www.nawartpress.com/?p=1440;http://www.nawartpress.com/wp-content/uploads/2015/06/Schermata-2015-06-02-alle-18.42.32.png;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
francais-mais-pourquoi-partent-ils;false;47;2015-06-02;Mais pourquoi partent-ils?;Mais pourquoi partent-ils?;Mais pourquoi partent-ils?;journalism;longform-reportage;;false;http://www.nawartpress.com/?p=1435;http://www.nawartpress.com/wp-content/uploads/2015/06/Schermata-2015-06-02-alle-18.35.29.png;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
servizio-tg-da-akcakale-emergenza-profughi-al-confine-con-tal-abyiad;true;48;2015-06-22;Turchia e Iraq: la lotta curda;Turkey & Iraq: Kurdish Struggle;Turquie et Irak : la lutte kurde;journalism;longform-reportage;;true;http://www.nawartpress.com/?p=1521;http://www.nawartpress.com/wp-content/uploads/2015/06/akçakale.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;"https://www.youtube.com/watch?v=e0TXYoFF8Hg|Middle East Eye – Interview Mardin co-mayor (YouTube);;https://www.middleeasteye.net/news/video-februniye-aykol-turkeys-first-female-assyrian-mayor|Middle East Eye – Fabrunyer Aykol;;http://www.rsi.ch/play/tv/telegiornale/video/telegiornale?id=5402464|RSI Telegiornale;;https://www.facebook.com/watch/?v=10154158932732565|Rai Storia – A Women's World";"Estate 2015. Le regioni curde in Turchia e Iraq affrontavano una doppia pressione: la guerra contro l’ISIS in Siria e Iraq e l’escalation del conflitto con lo stato turco. Questo reportage ha documentato le comunità curde intrappolate tra molteplici conflitti.

La copertura ha incluso le zone di conflitto del PKK nel sud-est della Turchia, i movimenti politici curdi durante le elezioni turche, il ruolo del Kurdistan iracheno nella coalizione anti-ISIS e l’impatto umanitario e degli sfollamenti. Parte del viaggio di The Railway Diaries attraverso le regioni curde.";"Summer 2015. Kurdish regions across Turkey and Iraq navigated twin pressures: the war against ISIS in Syria and Iraq, and escalating conflict with the Turkish state. This reporting documented Kurdish communities caught between multiple conflicts.

Coverage included PKK conflict zones in southeastern Turkey, Kurdish political movements during Turkish elections, Iraqi Kurdistan’s role in the anti-ISIS coalition, and the displacement and humanitarian impact. Part of The Railway Diaries journey through Kurdish regions.";"Été 2015. Les régions kurdes de Turquie et d’Irak faisaient face à une double pression : la guerre contre Daech en Syrie et en Irak, et l’escalade du conflit avec l’État turc. Ce reportage a documenté les communautés kurdes prises entre de multiples conflits.

La couverture a inclus les zones de conflit du PKK dans le sud-est de la Turquie, les mouvements politiques kurdes pendant les élections turques, le rôle du Kurdistan irakien dans la coalition anti-Daech, et l’impact humanitaire et les déplacements. Partie du voyage de The Railway Diaries à travers les régions kurdes.";Turchia e Iraq: la lotta curda (2015);Turkey & Iraq: Kurdish Struggle (2015);Turquie et Irak : la lutte kurde (2015);;;;;;Video + Written reportage;;;;;
a-pranzo-con-le-sacerdotesse-zoroastriane;false;49;2015-07-09;A pranzo con le sacerdotesse zoroastriane;A pranzo con le sacerdotesse zoroastriane;A pranzo con le sacerdotesse zoroastriane;journalism;longform-reportage;;false;http://www.nawartpress.com/?p=1576;http://www.nawartpress.com/wp-content/uploads/2015/07/2015-06-28-17.12.05-300x225.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
galleria-fotografica-uzbekistan;false;50;2015-07-23;Galleria fotografica Uzbekistan;Photo-Gallery Uzbekistan;Galerie photographique Uzbekistan;journalism;longform-reportage;;false;http://www.nawartpress.com/?p=1693;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
english-the-zoroastrian-priestesses-of-iran;true;51;2015-07-28;Le sacerdotesse zoroastriane iraniane;Iranian Zoroastrian Priestesses;Les prêtresses zoroastriennes iraniennes;journalism;longform-reportage;;true;http://www.nawartpress.com/english-the-zoroastrian-priestesses-of-iran-middle-east-eye/;../media/thumbnails/english-the-zoroastrian-priestesses-of-iran.png;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;"../media/longform-reportage/political-and-social-justice-gender/sacerdotesse-zoroastriane-iran.pdf|Sacerdotesse zoroastriane Iran;;../media/longform-reportage/political-and-social-justice-gender/sacerdotesse-zoroastriane-middleeasteye.pdf|Zoroastrian Priestesses (Middle East Eye);;http://www.middleeasteye.net/in-depth/features/zoroastrian-priestesses-iran-2058029133|Middle East Eye;;http://www.sept.info/iran-revolution-discrete-zoroastriens/|Sept.info;;http://orientxxi.info/lu-vu-entendu/pretresses-zoroastriennes-en-iran,1008|Orient XXI";"Per la prima volta in millenni, le donne stanno diventando sacerdotesse zoroastriane in Iran. Le mobed donne ora guidano le preghiere, custodiscono i fuochi sacri e sfidano la gerarchia religiosa in una delle fedi più antiche del mondo.

Questo documentario racconta le prime sacerdotesse zoroastriane dell’Iran: i loro percorsi spirituali, la resistenza che affrontano e cosa significa la loro presenza per una religione antica che si adatta alla modernità.";"For the first time in millennia, women are becoming Zoroastrian priests in Iran. Female mobeds now lead prayers, tend sacred fires, and challenge religious hierarchy in one of the world’s oldest faiths.

This documentary profiles Iran’s first female Zoroastrian priests: their spiritual journeys, the resistance they face, and what their presence means for an ancient religion adapting to modernity.";"Pour la première fois depuis des millénaires, des femmes deviennent prêtresses zoroastriennes en Iran. Les femmes mobeds dirigent désormais les prières, entretiennent les feux sacrés et défient la hiérarchie religieuse dans l’une des plus anciennes religions du monde.

Ce documentaire dresse le portrait des premières prêtresses zoroastriennes d’Iran : leurs parcours spirituels, la résistance qu’elles rencontrent et ce que leur présence signifie pour une religion ancienne qui s’adapte à la modernité.";Le sacerdotesse zoroastriane dell'Iran (2015);Iranian Zoroastrian Priestesses (2015);Les prêtresses zoroastriennes d'Iran (2015);;;;8-12';;Video documentary;;;;;
english-the-zoroastrian-priestesses-of-iran-middle-east-eye;false;52;2015-07-28;The Zoroastrian priestesses of Iran - Middle East Eye;The Zoroastrian priestesses of Iran - Middle East Eye;The Zoroastrian priestesses of Iran - Middle East Eye;journalism;longform-reportage;;false;http://www.nawartpress.com/?p=1704;http://www.middleeasteye.net/sites/default/files/styles/main_image_article_page/public/_MG_1598.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
francais-pretresses-zoroastriennes-en-iran-orientxxi;false;53;2015-09-25;Prêtresses zoroastriennes en Iran - OrientXXI;Prêtresses zoroastriennes en Iran - OrientXXI;Prêtresses zoroastriennes en Iran - OrientXXI;journalism;longform-reportage;;false;http://orientxxi.info/;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
frontiera-melilla-per-i-siriani-un-nuovo-muro-prima-delleuropa-repubblica;true;54;2015-11-03;Melilla: un nuovo muro prima dell'Europa;Melilla: New Wall Before Europe;Melilla : un nouveau mur avant l'Europe;journalism;longform-reportage;;true;;../media/thumbnails/frontiera-melilla-per-i-siriani-un-nuovo-muro-prima-delleuropa-repubblica.png;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;"../media/longform-reportage/migration-displacement/melilla-marocco-non-si-passa-nigrizia.pdf|Melilla, Marocco: non si passa (Nigrizia);;../media/longform-reportage/migration-displacement/melilla-rotta-migranti-il-caffe.pdf|Melilla, rotta migranti (Il Caffè);;http://www.repubblica.it/esteri/2015/10/26/news/rotte_migranti_siriani_melilla_libia-125934068/|Repubblica;;http://www.nigrizia.it/notizia/dal-marocco-non-si-passa|Nigrizia";"Melilla: un’enclave spagnola in Marocco, circondata da recinzioni a triplo strato sormontate da filo spinato. Per i migranti africani e mediorientali, questo confine rappresenta una via alternativa brutale verso l’Europa.

Questo reportage documenta i siriani e altri che tentano di entrare in Europa attraverso il Nord Africa—vivendo nelle foreste marocchine, pianificando l’attraversamento delle recinzioni, affrontando la violenza della polizia.";"Melilla: a Spanish enclave in Morocco, surrounded by triple-layer fences topped with razor wire. For African and Middle Eastern migrants, this border represents a brutal alternative route to Europe.

This reportage documents Syrians and others attempting to enter Europe through North Africa—living in Moroccan forests, planning fence crossings, facing police violence.";"Melilla : une enclave espagnole au Maroc, entourée de clôtures à triple couche surmontées de fil barbelé. Pour les migrants africains et moyen-orientaux, cette frontière représente une voie alternative brutale vers l’Europe.

Ce reportage documente les Syriens et d’autres tentant d’entrer en Europe par l’Afrique du Nord—vivant dans les forêts marocaines, planifiant le franchissement des clôtures, affrontant la violence policière.";Melilla: un nuovo muro prima dell'Europa (2015);Melilla: New Wall Before Europe (2015);Melilla : un nouveau mur avant l'Europe (2015);;;;;;Reportage;;;;;
vierges-au-masculin-choisir;false;55;2015-11-03;;;VIERGES AU MASCULIN - CHOISIR;journalism;longform-reportage;;false;;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
il-blog-di-nawart-su-vita;false;56;2015-11-03;IL BLOG DI NAWART SU VITA;IL BLOG DI NAWART SU VITA;Le elezioni delle donne curde di Silvan IL BLOG DI VITA;journalism;longform-reportage;;false;;http://blog.vita.it/ilmondodelledonne/files/2015/10/12190827_10153736662143000_1048471425815462309_n.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
le-desk-una-nuova-sfida-al-giornalismo-in-marocco-il-blog-di-vita;false;57;2015-11-23;Le Desk, una nuova sfida al giornalismo in Marocco IL BLOG DI VITA;Le Desk, una nuova sfida al giornalismo in Marocco IL BLOG DI VITA;Le Desk, una nuova sfida al giornalismo in Marocco IL BLOG DI VITA;journalism;longform-reportage;;false;;http://blog.vita.it/ilmondodelledonne/files/2015/11/Fatima-Zahra-Lqadiri-Le-Desk.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
iran-la-revolution-discrete-des-zoroastriens;false;58;2015-12-01;;;Iran: la révolution discrète des zoroastriens;journalism;longform-reportage;;false;;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
abbiamo-bisogno-di-tante-wangari-maathai-il-blog-di-vita;false;59;2015-12-01;;;Abbiamo bisogno di tante Wangari Maathai - Il BLOG DI VITA;journalism;longform-reportage;;false;;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
se-il-sole-del-deserto-diventa-energia-pulita;false;60;2015-12-01;Se il sole del deserto diventa energia pulita;Se il sole del deserto diventa energia pulita;Se il sole del deserto diventa energia pulita;journalism;longform-reportage;;false;;http://nawartpr.yanchware.com/wp-content/uploads/2015/12/27112015-CDT-solare-marocco.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
noor-1-premiere-centrale-delectricite-solaire-du-maroc;false;61;2016-01-03;;;Noor 1, première centrale d’électricité solaire du Maroc;journalism;longform-reportage;;false;http://orientxxi.info/;http://orientxxi.info/IMG/arton1115-resp560.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
la-satira-dopo-charlie-hebdo-doaa-el-adl-disegnatrice-egiziana-il-blog-di-vita;false;62;2016-01-12;La satira dopo Charlie Hebdo: Doaa El Adl disegnatrice egiziana, il blog di vita;La satira dopo Charlie Hebdo: Doaa El Adl disegnatrice egiziana, il blog di vita;La satira dopo Charlie Hebdo: Doaa El Adl disegnatrice egiziana, il blog di vita;journalism;longform-reportage;;false;;http://blog.vita.it/ilmondodelledonne/files/2016/01/charlie-hebdo-un-an-apre%CC%80s.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
donne-e-icone-di-steve-mccurry-a-forli-il-blog-di-vita;false;63;2016-01-12;Donne e icone di Steve McCurry a Forlì il blog di vita;Donne e icone di Steve McCurry a Forlì il blog di vita;Donne e icone di Steve McCurry a Forlì il blog di vita;journalism;longform-reportage;;false;;http://blog.vita.it/ilmondodelledonne/files/2015/12/ragazza-afgana.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
marocco-apre-la-piu-grande-centrale-solare-termodinamica-del-mondo;false;64;2016-01-12;Marocco: apre la più grande centrale solare termodinamica del mondo;Marocco: apre la più grande centrale solare termodinamica del mondo;Marocco: apre la più grande centrale solare termodinamica del mondo;journalism;longform-reportage;;false;;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
retata-continua;false;65;2016-01-13;Retata Continua;Retata Continua;Retata Continua;journalism;longform-reportage;;false;;http://nawartpr.yanchware.com/wp-content/uploads/2016/01/12246934_728420047302977_6931390516874301705_n.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
seguire-le-piste-arabe-al-ritmo-della-techno-hadra;false;66;2016-01-18;Seguire le piste arabe al ritmo della techno Hadra;Seguire le piste arabe al ritmo della techno Hadra;Seguire le piste arabe al ritmo della techno Hadra;journalism;longform-reportage;;false;;http://nawartpr.yanchware.com/wp-content/uploads/2016/01/IMG-20160115-WA0002.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
leuropa-promessa;false;67;2016-02-08;"L'""Europa Promessa""";"L'""Europa Promessa""";"L'""Europa Promessa""";;migration-displacement;;false;http://www.nawartpress.com/?p=2886;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
1000-donne-per-la-pace;false;68;2016-02-09;1000 donne per la pace;1000 donne per la pace;1000 donne per la pace;journalism;longform-reportage;;false;http://www.nawartpress.com/?p=2895;http://blog.vita.it/ilmondodelledonne/files/2016/02/carovana.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
unione-africana-burundi-cpi-e-parita-di-genere;false;69;2016-02-09;Unione Africana: Burundi, CPI e… parità di genere;Unione Africana: Burundi, CPI e… parità di genere;Unione Africana: Burundi, CPI e… parità di genere;journalism;longform-reportage;;false;http://www.nawartpress.com/?p=2892;http://blog.vita.it/ilmondodelledonne/files/2016/02/african_union_gender_pre-summit_on_2016_african_year_of_human_rights_with_particular_focus_on_the_rights_of_women_17_-_21_january_2016_0.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
8-mars-le-difficile-metier-de-femme-au-kazakhstan;false;70;2016-03-08;;;8 mars: Le difficile métier de « femme » au Kazakhstan;journalism;longform-reportage;;false;http://www.nawartpress.com/;http://www.choisir.ch/images/societe/Gulnara_Utegalieva.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
i-nuovi-desaparecidos-dalla-tunisia-in-italia-come-profughi-poi-spariti-nel-silenzio;false;71;2016-05-04;I nuovi desaparecidos. Dalla Tunisia in Italia come profughi. Poi spariti nel silenzio;I nuovi desaparecidos. Dalla Tunisia in Italia come profughi. Poi spariti nel silenzio;I nuovi desaparecidos. Dalla Tunisia in Italia come profughi. Poi spariti nel silenzio;;migration-displacement;;false;http://www.nawartpress.com/?p=3047;http://i.static.vita.it/blobs/full/2/5/e/6/25e660b5-7528-4f84-aff5-40d3e12cd8f7.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
i-turisti-della-sanita;false;72;2016-05-23;I TURISTI DELLA SANITÀ;I TURISTI DELLA SANITÀ;I TURISTI DELLA SANITÀ;journalism;longform-reportage;;false;http://www.nawartpress.com/?p=3062;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
la-galaxie-dextreme-droite-autours-du-fn;false;73;2016-12-21;;;La galaxie d'extrême droite autour du FN;journalism;longform-reportage;;false;http://www.nawartpress.com/?p=3274;https://www.choisir.ch/images/2016/Politique_internationale/schema_2016_siteLaHorde.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
gli-ottomila-salvati-a-pasqua-diario-di-bordo-di-una-missione-di-salvataggio-open-migration;false;74;2017-05-03;Gli ottomila salvati a Pasqua: diario di bordo di una missione di salvataggio Open Migration;The eight thousand migrants saved at Easter: logbook of a rescue mission;Gli ottomila salvati a Pasqua: diario di bordo di una missione di salvataggio Open Migration;journalism;longform-reportage;;false;http://www.nawartpress.com/?p=3459;http://www.nawartpress.com/wp-content/uploads/2017/05/iuventa-55-di-81.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
from-jugend-rettets-iuventa-in-the-libyan-sar-zone;false;75;2017-05-09;Dalla Iuventa, barca dell'ONG Jugend Rettet nella SAR zone libica;From Jugend Rettet's Iuventa - in the Libyan SAR zone;Depuis le Iuventa, dans la SAR zone libyenne;journalism;longform-reportage;;false;http://www.nawartpress.com/it/gli-ottomila-salvati-a-pasqua-diario-di-bordo-di-una-missione-di-salvataggio-open-migration/;http://www.nawartpress.com/wp-content/uploads/2017/05/iuventa-18-di-81-1.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
debate-on-violence-against-women-in-tunisia;false;76;2017-05-17;نقاش حول مناهضة العنف ضد المرأة في تونس;Debate on Violence Against Women in Tunisia;La violence contre les femmes en débat en Tunisie;journalism;longform-reportage;;false;http://orientxxi.info/langue_en;http://www.nawartpress.com/wp-content/uploads/2017/05/reunion-de-travail.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
i-pescatori-tunisini-che-danno-sepoltura-ai-migranti-senza-nome-openmigration;false;77;2017-06-02;I pescatori tunisini che danno sepoltura ai migranti senza nome - OPENMIGRATION;I pescatori tunisini che danno sepoltura ai migranti senza nome - OPENMIGRATION;I pescatori tunisini che danno sepoltura ai migranti senza nome - OPENMIGRATION;journalism;longform-reportage;;false;http://www.nawartpress.com/?p=3534;http://www.nawartpress.com/wp-content/uploads/2017/06/20.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
il-rif-si-alza-marocco;false;78;2017-06-09;IL RIF SI ALZA - Marocco;IL RIF SI ALZA - Marocco;IL RIF SI ALZA - Marocco;journalism;longform-reportage;;false;http://www.nigrizia.it/notizia/la-protesta-infiamma-il-rif;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
sar-zone-a-la-recherche-de-vies-a-sauver-en-mediterranee-inkyfada;false;79;2017-06-09;;;SAR ZONE: A LA RECHERCHE DE VIES À SAUVER EN MÉDITERRANÉE - INKYFADA;journalism;longform-reportage;;false;http://www.nawartpress.com/?p=3539;http://www.nawartpress.com/wp-content/uploads/2017/06/inkyfada-1-di-7.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
tra-i-pescatori-di-zarzis-che-respingono-gli-xenofobi;false;80;2017-09-18;Tra i pescatori di Zarzis che respingono gli xenofobi;Tra i pescatori di Zarzis che respingono gli xenofobi;Tra i pescatori di Zarzis che respingono gli xenofobi;journalism;longform-reportage;;false;http://www.nawartpress.com/?p=3680;http://www.nawartpress.com/wp-content/uploads/2017/09/left-2.png;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
calais-non-e-finita;false;81;2017-10-12;Calais, non è finita!;Calais, non è finita!;Calais, c’est pas fini !;;migration-displacement;;false;http://www.nawartpress.com/?p=3698;http://www.nawartpress.com/wp-content/uploads/2017/10/IMG-20170115-WA0001-1.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
per-daphne-caruana-galizia;false;82;2017-10-17;Per Daphne Caruana Galizia;Per Daphne Caruana Galizia;Per Daphne Caruana Galizia;journalism;longform-reportage;;false;http://www.nawartpress.com/?p=3715;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
collusione-nave-militare-tunisina-e-barcone-29-morti-accertati-ancora-molti-dispersi;false;83;2017-10-17;Collusione nave militare tunisina e barcone: 29 morti accertati, ancora molti dispersi;Collusione nave militare tunisina e barcone: 29 morti accertati, ancora molti dispersi;Collusione nave militare tunisina e barcone: 29 morti accertati, ancora molti dispersi;;migration-displacement;;false;http://www.nawartpress.com/?p=3706;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
